d,raw,smooth,status,spx
2025-04-30,-2.45,-4.03,Neutral / Choppy,546.8462524414062
2025-05-01,-2.43,-3.67,Neutral / Choppy,550.7216796875
2025-05-02,-0.7,-3.01,Neutral / Choppy,558.8966674804688
2025-05-05,-0.72,-2.5,Neutral / Choppy,555.6918334960938
2025-05-06,-0.95,-2.16,Neutral / Choppy,551.0470581054688
2025-05-07,-0.92,-1.88,Neutral / Choppy,553.3645629882812
2025-05-08,-0.09,-1.48,Neutral / Choppy,557.2202758789062
2025-05-09,0.63,-1.01,Neutral / Choppy,556.5103149414062
2025-05-12,5.09,0.34,Neutral / Choppy,574.9015502929688
2025-05-13,5.39,1.46,Neutral / Choppy,578.6981201171875
2025-05-14,5.36,2.33,Neutral / Choppy,579.437744140625
2025-05-15,4.82,2.88,Neutral / Choppy,582.2678833007812
2025-05-16,4.91,3.33,Neutral / Choppy,585.9559936523438
2025-05-19,4.95,3.69,Neutral / Choppy,586.5969848632812
2025-05-20,5.01,3.99,Moderate Risk-On,584.6246948242188
2025-05-21,1.78,2.88,Neutral / Choppy,574.7733764648438
2025-05-22,1.48,2.18,Neutral / Choppy,575.0001831054688
2025-05-23,1.37,1.78,Neutral / Choppy,571.0753784179688
2025-05-27,4.43,2.37,Neutral / Choppy,582.9483642578125
2025-05-28,4.24,2.78,Neutral / Choppy,579.5757446289062
2025-05-29,3.75,3.0,Neutral / Choppy,581.8635864257812
2025-05-30,3.22,3.05,Neutral / Choppy,581.2127685546875
2025-06-02,2.74,2.89,Neutral / Choppy,584.4866943359375
2025-06-03,3.42,3.01,Neutral / Choppy,587.81982421875
2025-06-04,3.4,3.1,Neutral / Choppy,587.6619873046875
2025-06-05,2.87,2.98,Neutral / Choppy,584.8218994140625
2025-06-06,3.67,3.14,Neutral / Choppy,590.8274536132812
2025-06-09,4.48,3.43,Neutral / Choppy,591.3599853515625
2025-06-10,4.74,3.72,Neutral / Choppy,594.7128295898438
2025-06-11,4.41,3.88,Neutral / Choppy,593.0167236328125
2025-06-12,4.0,3.9,Moderate Risk-On,595.3734741210938
2025-06-13,2.24,3.07,Neutral / Choppy,588.7171630859375
2025-06-16,2.81,2.94,Neutral / Choppy,594.3182983398438
2025-06-17,1.01,1.98,Neutral / Choppy,589.2398071289062
2025-06-18,0.77,1.37,Neutral / Choppy,589.1510620117188
2025-06-20,0.83,1.1,Neutral / Choppy,587.767333984375
2025-06-23,2.96,1.51,Neutral / Choppy,593.5730590820312
2025-06-24,3.22,1.89,Neutral / Choppy,600.13037109375
2025-06-25,3.21,2.19,Neutral / Choppy,600.4666748046875
2025-06-26,3.63,2.51,Neutral / Choppy,605.1646118164062
2025-06-27,3.9,2.82,Neutral / Choppy,608.1712646484375
2025-06-30,3.93,3.06,Neutral / Choppy,611.0790405273438
2025-07-01,4.32,3.34,Neutral / Choppy,610.8812866210938
2025-07-02,5.13,3.74,Neutral / Choppy,613.6505737304688
2025-07-03,5.49,4.13,Moderate Risk-On,618.4869995117188
2025-07-07,5.3,4.39,Moderate Risk-On,613.8780517578125
2025-07-08,5.58,4.65,Moderate Risk-On,613.5418090820312
2025-07-09,5.95,4.94,Moderate Risk-On,617.2210083007812
2025-07-10,6.33,5.25,Moderate Risk-On,618.9617919921875
2025-07-11,6.32,5.49,Moderate Risk-On,616.7858276367188
2025-07-14,6.35,5.68,Moderate Risk-On,617.9627075195312
2025-07-15,5.35,5.51,Moderate Risk-On,615.322021484375
2025-07-16,5.0,5.26,Moderate Risk-On,617.3792114257812
2025-07-17,4.9,5.08,Moderate Risk-On,621.1573486328125
2025-07-18,4.82,4.95,Moderate Risk-On,620.7024536132812
2025-07-21,4.04,4.49,Moderate Risk-On,621.87939453125
2025-07-22,4.91,4.59,Moderate Risk-On,621.9684448242188
2025-07-23,5.37,4.76,Moderate Risk-On,627.2598266601562
2025-07-24,5.33,4.89,Moderate Risk-On,627.4674682617188
2025-07-25,4.86,4.87,Moderate Risk-On,630.1181030273438
2025-07-28,4.65,4.76,Moderate Risk-On,629.9598999023438
2025-07-29,4.23,4.5,Moderate Risk-On,628.2982788085938
2025-07-30,2.27,3.38,Moderate Risk-On,627.5070190429688
2025-07-31,1.27,2.33,Neutral / Choppy,625.1531982421875
2025-08-01,-1.49,0.42,Neutral / Choppy,614.9065551757812
2025-08-04,-0.68,-0.13,Neutral / Choppy,624.2530517578125
2025-08-05,-1.5,-0.82,Neutral / Choppy,621.0880737304688
2025-08-06,-0.71,-0.79,Neutral / Choppy,625.8455200195312
2025-08-07,-1.32,-1.06,Neutral / Choppy,625.3212280273438
2025-08-08,-1.36,-1.21,Neutral / Choppy,630.1972045898438
2025-08-11,-0.84,-1.13,Neutral / Choppy,628.9510498046875
2025-08-12,-0.16,-0.91,Neutral / Choppy,635.6469116210938
2025-08-13,1.15,-0.45,Neutral / Choppy,637.8228149414062
2025-08-14,1.74,0.03,Neutral / Choppy,637.882080078125
2025-08-15,1.74,0.41,Neutral / Choppy,636.388671875
2025-08-18,1.93,0.75,Neutral / Choppy,636.2501220703125
2025-08-19,2.31,1.1,Neutral / Choppy,632.79833984375
2025-08-20,1.26,1.13,Neutral / Choppy,631.1170043945312
2025-08-21,1.78,1.28,Neutral / Choppy,628.5850830078125
2025-08-22,2.91,1.64,Neutral / Choppy,638.2381591796875
2025-08-25,3.06,1.96,Neutral / Choppy,635.42919921875
2025-08-26,3.17,2.23,Neutral / Choppy,638.0897827148438
2025-08-27,3.25,2.45,Neutral / Choppy,639.543701171875
2025-08-28,3.42,2.67,Neutral / Choppy,641.8085327148438
2025-08-29,3.09,2.76,Neutral / Choppy,637.9810180664062
2025-09-02,2.12,2.44,Neutral / Choppy,633.2533569335938
2025-09-03,1.47,1.96,Neutral / Choppy,636.6853637695312
2025-09-04,2.1,1.99,Neutral / Choppy,642.00634765625
2025-09-05,1.59,1.79,Neutral / Choppy,640.14697265625
2025-09-08,1.76,1.77,Neutral / Choppy,641.7195434570312
2025-09-09,1.52,1.65,Neutral / Choppy,643.203125
2025-09-10,1.22,1.43,Neutral / Choppy,645.0625610351562
2025-09-11,1.73,1.5,Neutral / Choppy,650.4231567382812
2025-09-12,1.58,1.52,Neutral / Choppy,650.2055053710938
2025-09-15,2.23,1.68,Neutral / Choppy,653.6671752929688
2025-09-16,2.34,1.82,Neutral / Choppy,652.7671508789062
2025-09-17,2.38,1.95,Neutral / Choppy,651.9561157226562
2025-09-18,2.96,2.17,Neutral / Choppy,655.0023803710938
2025-09-19,3.09,2.38,Neutral / Choppy,658.2465209960938
2025-09-22,2.97,2.51,Neutral / Choppy,661.3606567382812
2025-09-23,2.62,2.53,Neutral / Choppy,657.7606201171875
2025-09-24,2.53,2.53,Neutral / Choppy,655.6677856445312
2025-09-25,1.8,2.17,Neutral / Choppy,652.6429443359375
2025-09-26,1.65,1.91,Neutral / Choppy,656.3819580078125
2025-09-29,1.97,1.92,Neutral / Choppy,658.2266845703125
2025-09-30,1.99,1.94,Neutral / Choppy,660.7061157226562
2025-10-01,2.26,2.01,Neutral / Choppy,662.95751953125
2025-10-02,2.54,2.13,Neutral / Choppy,663.7210693359375
2025-10-03,3.19,2.36,Neutral / Choppy,663.7112426757812
2025-10-06,3.38,2.59,Neutral / Choppy,666.0914916992188
2025-10-07,2.31,2.45,Neutral / Choppy,663.6219482421875
2025-10-08,2.14,2.29,Neutral / Choppy,667.5791625976562
2025-10-09,1.22,1.76,Neutral / Choppy,665.6452026367188
2025-10-10,-1.06,0.35,Neutral / Choppy,647.6542358398438
2025-10-13,-0.74,-0.2,Neutral / Choppy,657.5919189453125
2025-10-14,-1.67,-0.93,Neutral / Choppy,656.78857421875
2025-10-15,-1.67,-1.3,Neutral / Choppy,659.7044067382812
2025-10-16,-3.06,-2.18,Neutral / Choppy,655.2117309570312
2025-10-17,-2.35,-2.27,Neutral / Choppy,658.9308471679688
2025-10-20,-0.71,-1.92,Neutral / Choppy,665.7840576171875
2025-10-21,-0.6,-1.63,Neutral / Choppy,665.7741088867188
2025-10-22,-0.46,-1.37,Neutral / Choppy,662.3128051757812
2025-10-23,0.05,-1.05,Neutral / Choppy,666.2402954101562
2025-10-24,0.4,-0.73,Neutral / Choppy,671.6851806640625
2025-10-27,1.74,-0.18,Neutral / Choppy,679.6094970703125
2025-10-28,1.89,0.28,Neutral / Choppy,681.41455078125
2025-10-29,2.08,0.68,Neutral / Choppy,681.7418823242188
2025-10-30,1.62,0.89,Neutral / Choppy,674.2439575195312
2025-10-31,1.63,1.05,Neutral / Choppy,676.4556274414062
2025-11-03,1.42,1.13,Neutral / Choppy,677.7251586914062
2025-11-04,-0.05,0.54,Neutral / Choppy,669.6917114257812
2025-11-05,0.51,0.53,Neutral / Choppy,672.0125122070312
2025-11-06,-0.3,0.11,Neutral / Choppy,664.8021850585938
2025-11-07,-0.89,-0.39,Neutral / Choppy,665.4567260742188
2025-11-10,-0.42,-0.4,Neutral / Choppy,675.8407592773438
2025-11-11,-0.02,-0.32,Neutral / Choppy,677.3878784179688
2025-11-12,-0.15,-0.28,Neutral / Choppy,677.7647705078125
2025-11-13,-1.52,-0.9,Neutral / Choppy,666.5179443359375
2025-11-14,-1.33,-1.12,Neutral / Choppy,666.408935546875
2025-11-17,-2.36,-1.74,Neutral / Choppy,660.2002563476562
2025-11-18,-3.91,-2.82,Neutral / Choppy,654.65625
2025-11-19,-3.56,-3.19,Neutral / Choppy,657.185302734375
2025-11-20,-4.14,-3.67,Full Risk-Off,647.1683349609375
2025-11-21,-3.53,-3.64,Full Risk-Off,653.6148681640625
2025-11-24,-2.66,-3.42,Full Risk-Off,663.2351684570312
2025-11-25,-0.12,-2.69,Full Risk-Off,669.4734497070312
2025-11-26,0.29,-2.02,Full Risk-Off,674.09521484375
2025-11-28,1.53,-1.23,Full Risk-Off,677.7747192382812
2025-12-01,1.66,-0.59,Full Risk-Off,674.6803588867188
2025-12-02,1.71,-0.08,Full Risk-Off,675.9300537109375
2025-12-03,2.79,0.56,Full Risk-Off,678.2706298828125
2025-12-04,4.1,1.34,Full Risk-Off,678.7665405273438
2025-12-05,4.36,2.01,Neutral / Choppy,680.0557861328125
2025-12-08,4.53,2.57,Neutral / Choppy,678.0127563476562
2025-12-09,4.09,2.91,Neutral / Choppy,677.4275512695312
2025-12-10,4.76,3.32,Neutral / Choppy,681.92041015625
2025-12-11,4.89,3.67,Neutral / Choppy,683.5072021484375
2025-12-12,4.61,3.88,Neutral / Choppy,676.1580810546875
2025-12-15,4.54,4.03,Moderate Risk-On,675.1365356445312
2025-12-16,4.02,4.02,Moderate Risk-On,673.2918701171875
2025-12-17,3.54,3.78,Moderate Risk-On,665.8832397460938
2025-12-18,3.47,3.63,Moderate Risk-On,670.9114990234375
2025-12-19,3.33,3.48,Moderate Risk-On,676.9923095703125
2025-12-22,3.5,3.48,Moderate Risk-On,681.2098388671875
2025-12-23,3.36,3.42,Moderate Risk-On,684.3233032226562
2025-12-24,3.26,3.34,Moderate Risk-On,686.7305297851562
2025-12-26,3.62,3.4,Moderate Risk-On,686.660888671875
2025-12-29,2.85,3.13,Moderate Risk-On,684.2138671875
2025-12-30,2.89,3.01,Neutral / Choppy,683.3782958984375
2025-12-31,2.49,2.75,Neutral / Choppy,678.3152465820312
2026-01-02,2.77,2.75,Neutral / Choppy,679.55859375
2026-01-05,3.83,2.99,Neutral / Choppy,684.0845947265625
2026-01-06,4.64,3.36,Neutral / Choppy,688.1529541015625
2026-01-07,4.41,3.59,Neutral / Choppy,685.9347534179688
2026-01-08,4.95,3.89,Neutral / Choppy,685.8651123046875
2026-01-09,5.39,4.23,Moderate Risk-On,690.4010009765625
2026-01-12,5.43,4.49,Moderate Risk-On,691.4852294921875
2026-01-13,5.41,4.7,Moderate Risk-On,690.1026000976562
2026-01-14,4.94,4.75,Moderate Risk-On,686.7105712890625
2026-01-15,5.36,4.89,Moderate Risk-On,688.5806884765625
2026-01-16,5.25,4.97,Moderate Risk-On,688.0037231445312
2026-01-20,2.4,3.68,Moderate Risk-On,673.9981689453125
2026-01-21,3.16,3.42,Moderate Risk-On,681.77685546875
2026-01-22,2.58,3.0,Neutral / Choppy,685.3379516601562
2026-01-23,2.76,2.88,Neutral / Choppy,685.5865478515625
2026-01-26,2.36,2.62,Neutral / Choppy,689.068115234375
2026-01-27,2.37,2.5,Neutral / Choppy,691.8134765625
2026-01-28,2.06,2.28,Neutral / Choppy,691.7438354492188
2026-01-29,1.76,2.02,Neutral / Choppy,690.3711547851562
2026-01-30,0.86,1.44,Neutral / Choppy,688.3121337890625
2026-02-02,1.12,1.28,Neutral / Choppy,691.73388671875
2026-02-03,1.2,1.24,Neutral / Choppy,685.885009765625
2026-02-04,0.36,0.8,Neutral / Choppy,682.5626831054688
2026-02-05,-0.72,0.04,Neutral / Choppy,674.0379638671875
2026-02-06,-0.59,-0.28,Neutral / Choppy,686.96923828125
2026-02-09,1.05,0.02,Neutral / Choppy,690.2816162109375
2026-02-10,1.11,0.26,Neutral / Choppy,688.4613037109375
2026-02-11,1.06,0.44,Neutral / Choppy,688.3021850585938
2026-02-12,-0.29,0.07,Neutral / Choppy,677.668701171875
2026-02-13,-0.99,-0.46,Neutral / Choppy,678.1461181640625
2026-02-17,-1.04,-0.75,Neutral / Choppy,679.2402954101562
2026-02-18,0.06,-0.57,Neutral / Choppy,682.662109375
2026-02-19,-0.76,-0.66,Neutral / Choppy,680.8616943359375
2026-02-20,0.19,-0.47,Neutral / Choppy,685.7855834960938
2026-02-23,-1.55,-1.01,Neutral / Choppy,678.7827758789062
2026-02-24,-0.61,-0.92,Neutral / Choppy,683.7164916992188
2026-02-25,-0.39,-0.8,Neutral / Choppy,689.4859008789062
2026-02-26,-0.28,-0.69,Neutral / Choppy,685.6561889648438
2026-02-27,-0.59,-0.67,Neutral / Choppy,682.3637084960938
2026-03-02,-0.8,-0.73,Neutral / Choppy,682.7516479492188
2026-03-03,-2.99,-1.86,Neutral / Choppy,676.7337036132812
2026-03-04,-0.11,-1.47,Neutral / Choppy,681.50830078125
2026-03-05,-1.31,-1.44,Neutral / Choppy,677.7084350585938
2026-03-06,-3.11,-2.27,Neutral / Choppy,668.8256225585938
2026-03-09,-3.28,-2.78,Neutral / Choppy,674.6845092773438
2026-03-10,-2.74,-2.77,Neutral / Choppy,673.6002807617188
2026-03-11,-2.74,-2.76,Neutral / Choppy,672.7548217773438
2026-03-12,-3.92,-3.34,Full Risk-Off,662.5390625
2026-03-13,-4.81,-4.08,Full Risk-Off,658.7890014648438
2026-03-16,-2.94,-3.82,Full Risk-Off,665.493408203125
2026-03-17,-1.48,-3.3,Full Risk-Off,667.2440185546875
2026-03-18,-4.26,-3.78,Full Risk-Off,657.9335327148438
2026-03-19,-2.85,-3.57,Full Risk-Off,656.3121337890625
2026-03-20,-4.5,-4.04,Full Risk-Off,646.9034423828125
2026-03-23,-4.27,-4.15,Full Risk-Off,653.6959228515625
2026-03-24,-3.3,-3.96,Full Risk-Off,651.5015869140625
2026-03-25,1.87,-2.67,Full Risk-Off,655.1322021484375
2026-03-26,-0.94,-2.28,Neutral / Choppy,643.432373046875
2026-03-27,-1.92,-2.2,Neutral / Choppy,632.4606323242188
2026-03-30,-1.91,-2.14,Neutral / Choppy,630.3460693359375
2026-03-31,-2.36,-2.25,Neutral / Choppy,648.6688842773438
2026-04-01,-1.41,-2.06,Neutral / Choppy,653.5562744140625
2026-04-02,-1.8,-2.0,Neutral / Choppy,654.144775390625
2026-04-06,-1.4,-1.87,Neutral / Choppy,657.23681640625
2026-04-07,-2.43,-2.15,Neutral / Choppy,657.5260009765625
2026-04-08,4.07,-0.77,Neutral / Choppy,674.27294921875
2026-04-09,4.6,0.43,Neutral / Choppy,678.162841796875
2026-04-10,4.78,1.39,Neutral / Choppy,677.7140502929688
2026-04-13,5.52,2.31,Neutral / Choppy,684.3369750976562
2026-04-14,5.89,3.11,Neutral / Choppy,692.675537109375
2026-04-15,6.1,3.77,Neutral / Choppy,698.1414184570312
2026-04-16,6.02,4.27,Moderate Risk-On,699.8569946289062
2026-04-17,6.18,4.7,Moderate Risk-On,708.3152465820312
2026-04-20,6.26,5.04,Moderate Risk-On,706.8988037109375
2026-04-21,6.46,5.36,Moderate Risk-On,702.2708129882812
2026-04-22,6.7,5.66,Moderate Risk-On,709.3825073242188
2026-04-23,6.75,5.9,Full Risk-On,706.6295776367188
2026-04-24,6.47,6.03,Full Risk-On,712.10546875
2026-04-27,6.25,6.08,Full Risk-On,713.332275390625
2026-04-28,5.65,5.86,Full Risk-On,709.8612060546875
2026-04-29,5.22,5.54,Full Risk-On,709.7515258789062
2026-04-30,5.0,5.27,Full Risk-On,716.8132934570312
2026-05-01,4.89,5.08,Full Risk-On,718.7982177734375
2026-05-04,4.97,5.03,Full Risk-On,716.1649780273438
2026-05-05,5.34,5.1,Full Risk-On,721.9102172851562
2026-05-06,5.42,5.17,Full Risk-On,731.9443359375
2026-05-07,4.81,4.99,Full Risk-On,729.7001342773438
2026-05-08,4.72,4.85,Full Risk-On,735.724609375
2026-05-11,4.99,4.88,Full Risk-On,737.4002685546875
2026-05-12,4.29,4.59,Full Risk-On,736.2831420898438
2026-05-13,4.19,4.39,Full Risk-On,740.4025268554688
2026-05-14,3.58,3.98,Moderate Risk-On,746.2474975585938
2026-05-15,3.14,3.56,Moderate Risk-On,737.2706298828125
2026-05-18,2.56,3.06,Neutral / Choppy,736.751953125
2026-05-19,1.91,2.49,Neutral / Choppy,731.8446044921875
2026-05-20,1.98,2.23,Neutral / Choppy,739.3452758789062
2026-05-21,2.29,2.25,Neutral / Choppy,740.8114624023438
2026-05-22,2.95,2.4,Neutral / Choppy,743.7239990234375
2026-05-26,4.12,2.78,Neutral / Choppy,748.6613159179688
2026-05-27,4.75,3.22,Neutral / Choppy,748.5316162109375
2026-05-28,4.44,3.49,Neutral / Choppy,752.6609497070312
2026-05-29,4.7,3.76,Neutral / Choppy,754.5361328125
2026-06-01,5.03,4.04,Moderate Risk-On,756.5908203125
2026-06-02,4.71,4.19,Moderate Risk-On,757.6182250976562
2026-06-03,3.49,3.84,Moderate Risk-On,752.3018798828125
2026-06-04,3.89,3.85,Moderate Risk-On,755.1445922851562
2026-06-05,1.98,2.92,Neutral / Choppy,735.65478515625
2026-06-08,1.48,2.2,Neutral / Choppy,737.3204345703125
2026-06-09,1.79,1.99,Neutral / Choppy,735.1560668945312
2026-06-10,1.59,1.79,Neutral / Choppy,723.56591796875
2026-06-11,2.18,1.88,Neutral / Choppy,735.8642578125
2026-06-12,3.41,2.22,Neutral / Choppy,739.843994140625
2026-06-15,4.06,2.63,Neutral / Choppy,752.890380859375
2026-06-16,4.6,3.07,Neutral / Choppy,748.4019775390625
2026-06-17,2.97,3.02,Neutral / Choppy,739.0560302734375
2026-06-18,3.96,3.23,Neutral / Choppy,746.739990234375
2026-06-22,4.14,3.43,Neutral / Choppy,744.3900146484375
2026-06-23,3.74,3.5,Neutral / Choppy,733.5800170898438
2026-06-24,3.14,3.32,Neutral / Choppy,733.239990234375
2026-06-25,2.37,2.84,Neutral / Choppy,734.2999877929688
2026-06-26,2.06,2.45,Neutral / Choppy,728.989990234375
2026-06-29,2.68,2.5,Neutral / Choppy,741.0
2026-06-30,3.26,2.67,Neutral / Choppy,746.77001953125
2026-07-01,3.77,2.92,Neutral / Choppy,745.760009765625
2026-07-02,4.28,3.22,Neutral / Choppy,744.780029296875
2026-07-06,4.52,3.51,Neutral / Choppy,751.280029296875
2026-07-07,4.19,3.66,Neutral / Choppy,747.7100219726562
2026-07-08,3.85,3.7,Neutral / Choppy,745.4000244140625
2026-07-09,4.3,3.83,Neutral / Choppy,751.7100219726562
2026-07-10,3.73,3.78,Neutral / Choppy,754.9500122070312
2026-07-13,3.42,3.6,Neutral / Choppy,749.1699829101562
2026-07-14,3.55,3.58,Neutral / Choppy,751.8300170898438
2026-07-15,3.58,3.58,Neutral / Choppy,754.8099975585938
2026-07-16,3.57,3.57,Neutral / Choppy,750.719970703125
2026-07-17,3.37,3.47,Neutral / Choppy,743.2899780273438
2026-07-20,2.95,3.21,Neutral / Choppy,742.0900268554688
2026-07-21,3.12,3.17,Neutral / Choppy,748.280029296875
2026-07-22,1.81,2.49,Neutral / Choppy,747.4099731445312
2026-07-23,2.05,2.27,Neutral / Choppy,738.1799926757812
2026-07-24,1.75,2.01,Neutral / Choppy,738.9299926757812
2026-07-27,2.4,2.1,Neutral / Choppy,739.0900268554688
2026-07-28,2.05,2.07,Neutral / Choppy,740.8599853515625
2026-07-29,0.87,1.47,Neutral / Choppy,729.4600219726562
2026-07-30,2.28,1.65,Neutral / Choppy,741.6900024414062
2026-07-31,2.16,1.76,Neutral / Choppy,747.030029296875
2026-08-03,2.86,2.01,Neutral / Choppy,757.6699829101562
2026-08-04,3.34,2.3,Neutral / Choppy,771.3300170898438
2026-08-05,2.71,2.39,Neutral / Choppy,769.7899780273438
2026-08-06,2.84,2.49,Neutral / Choppy,768.5599975585938
2026-08-07,3.27,2.67,Neutral / Choppy,773.260009765625
2026-08-10,2.85,2.71,Neutral / Choppy,773.030029296875
2026-08-11,2.94,2.76,Neutral / Choppy,770.5599975585938
2026-08-12,2.79,2.77,Neutral / Choppy,772.489990234375
2026-08-13,2.44,2.6,Neutral / Choppy,777.8800048828125
2026-08-14,2.24,2.42,Neutral / Choppy,776.3400268554688
